Title;Latitude;Longitude
Jaworzno Szczakowa (Jaworzno Szczakowa);50.246941;19.293332
Zawiercie (Zawiercie);50.48111;19.423055
Pieniezno (Pieniężno);54.24056;20.124996
Poznan Krzesiny (Poznań Krzesiny);52.340555;16.977504
Panowice (Panowice);52.360835;15.73444
Chojnik (Chojnik);49.851388;20.984167
Chocicza (Chocicza);52.069998;17.349999
Chorzow Batory (Chorzów Batory);50.278331;18.944721
Chrzastowice Olkuskie (Chrząstowice Olkuskie);50.342775;19.685001
Chroscina Nyska (Chróścina Nyska);50.616946;17.378054
Czarnowasy (Czarnowąsy);50.716115;17.904166
Chrusty Nowe (Chrusty Nowe);51.694725;19.794166
Czerna Mala (Czerna Mala);51.230001;16.803608
Runowo Pomorskie (Runowo Pomorskie);53.555834;15.529441
Sedziszow (Sędziszów);50.564997;20.053334
Rudna Gwizdanow (Rudna Gwizdanów);51.529998;16.280552
Skarzysko-Kamienna (Skarżysko-Kamienna);51.115829;20.881663
Rogozno Wielkopolskie (Rogoźno Wielkopolskie);52.754446;16.97167
Sidra (Sidra);53.544723;23.446942
Poznan Karolin (Poznań Karolin);52.438888;16.981666
Skibno (Skibno);54.249163;16.304446
Siedliska (Siedliska);54.000279;21.913607
Ruciane-Nida (Ruciane-Nida);53.648333;21.56389
Poznan Wola (Poznań Wola);52.433612;16.850558
Raclawice Slaskie (Racławice Śląskie);50.311942;17.76139
Rawicz (Rawicz);51.608609;16.839726
Stara Kamienica (Stara Kamienica);50.913886;15.566386
Poznan Debiec (Poznań Dębiec);52.369168;16.901392
Czarne (Czarne);53.680002;16.938059
Wolborka (Wolbórka);51.593615;19.72361
Czarnobor (Czarnobór);53.699724;16.766941
Czerna (Czerna);51.701944;15.885557
Czarlin (Czarlin);54.048892;18.76722
Czempin (Czempiń);52.139718;16.753331
Cmolas (Cmolas);50.293891;21.751945
Promno (Promno);52.471663;17.215835
Stare Guty (Stare Guty);53.61528;21.920277
Stary Grodkow (Grodków);50.650278;17.377776
Poznan Debina (Poznań Dębina);52.373887;16.909725
Strzegom (Strzegom);50.974447;16.359163
Poznan Antoninek (Poznań Antoninek);52.409718;17.028059
Porazyn (Porażyn);52.302225;16.290557
Przemysl Zasanie (Przemyśl Zasanie);49.793615;22.773614
Stogi Malborskie (Stogi Malborskie);54.063886;18.969163
Starogard Gdanski (Starogard Gdański);53.976943;18.525554
Chelm Miasto (Chełm Miasto);51.138329;23.459167
Cieszyn Marklowice (Cieszyn Marklowice);49.78556;18.603886
Cmielow (Ćmielów);50.88806;21.528608
Chmielowice (Chmielowice);50.645001;17.86722
Czarne Male (Czarne Male);53.557776;16.319718
Chelmza (Chełmża);53.184723;18.59861
Czeslawice (Czesławice);51.308054;22.262496
Stawiguda (Stawiguda);53.648333;20.405837
Szczaniec (Szczaniec);52.264444;15.693611
Szarow (Szarów);50.009446;20.256391
Plycwia (Płyćwia);51.916669;20.001943
Zagrody Kosciol (Zagrody Kościół);51.078614;23.19056
Plock Trzepowo (Płock Trzepowo);52.590276;19.733057
Plociczno kolo Suwalk (Płociczno koło Suwałk);54.038887;22.948607
Chludowo (Chludowo);52.560279;16.825281
Krakow Business Park (Kraków Business Park);50.105558;19.823615
Czluchow (Człuchów);53.657781;17.371115
Czeluscin (Czeluścin);51.728057;17.163329
Cieszyno Lobeskie (Cieszyno Łobeskie);53.52083;15.469168
Cygany (Cygany);50.512779;21.69694
Plock Radziwie (Płock Radziwie);52.524448;19.672218
Szaflary Wies (Szaflary Wieś);49.423331;20.019166
Plawna (Pławna);49.75444;20.950556
Swiekatowo (Świekatowo);53.416942;18.105282
Szczepanowice (Szczepanowice);50.30111;20.024721
Szaniawy (Szaniawy);51.946666;22.543058
Plonsk (Płońsk);52.616111;20.365835
Stanowice (Stanowice);50.930004;16.374723
Sedzislaw (Sędzisław);50.813333;16.069998
Szczecin Port Centralny (Szczecin Port Centralny);53.411665;14.568611
Pliszka (Pliszka);52.204441;15.016948
Plochocin (Płochocin);52.200007;20.699963
Czernikowo (Czernikowo);52.939444;18.951113
Cikowice (Cikowice);49.983889;20.384164
Czekanow (Czekanów);51.685835;17.861386
Cienin Koscielny (Cienin Kościelny);52.269999;18.009448
Cieplewo (Cieplewo);54.234448;18.647502
Ciecierzyn (Ciecierzyn);51.318886;22.608059
Ciechanow Przemyslowy (Ciechanów Przemysłowy);52.861948;20.618054
Ciecholub (Ciecholub);54.17306;16.887774
Strzebin (Strzebiń);50.617782;18.899721
Sieradz Warta (Sieradz Warta);51.603053;18.730553
Siemiatycze (Siemiatycze);52.389996;22.943887
Serock (Serock);53.36111;18.089721
Cieksyn (Cieksyn);52.577502;20.66389
Gwda Mala (Gwda Mała);53.731942;16.82778
Cienin (Cienin);52.272498;17.967504
Głowaczewo (Głowaczewo);54.130559;15.438056
Grudziadz (Grudziądz);53.482221;18.760829
Gultowy (Gułtowy);52.368053;17.316388
Gutowiec (Gutowiec);53.777499;17.860002
Gutkowo (Gutkowo);53.808889;20.402502
Cierpigorz (Cierpigórz);52.226114;22.595277
Ciechanowice (Ciechanowice);50.86556;15.979998
Ciasna (Ciasna);50.756944;18.628885
Sedziszow Malopolski (Sędziszów Małopolski);50.075274;21.695277
Seroki (Seroki);52.196665;20.465831
Strzelce Kujawskie (Strzelce Kujawskie);52.322775;19.368608
Sterlawki Wielkie (Sterławki Wielkie);54.015282;21.57528
Siedlecin (Siedlęcin);50.944171;15.68944
Gutowo Wielkopolskie (Gutowo Wielkopolskie);52.332501;17.643892
Cisie (Cisie);52.209996;21.39056
Chrzanow (Chrzanów);50.133335;19.398614
Chybie (Chybie);49.893053;18.811663
Grudze (Grudze);52.048613;19.901668
Grupa (Grupa);53.503885;18.629721
Chrosna (Chrosna);52.034724;21.445278
Chojna (Chojna);52.96278;14.444721
Siedlec Trzebnicki (Siedlec Trzebnicki);51.233893;17.118886
Sedzice (Sędzice);51.628888;18.569997
Szczedrzykowice (Szczedrzykowice);51.214998;16.351945
Swierki Dolne (Świerki Dolne);50.632497;16.432218
Siedliska Tomaszowskie (Siedliska Tomaszowskie);50.261665;23.554444
Gostynin (Gostynin);52.433612;19.476388
Charnowo Slupskie (Charnowo Słupskie);54.532224;16.919443
Goleszow (Goleszów);49.746943;18.74917
Gorki Szczukowskie (Górki Szczukowskie);50.883611;20.523614
Chocznia Gorna (Chocznia Górna);49.864441;19.435002
Chelmek Fabryka (Chełmek Fabryka);50.099724;19.254445
Chechlo (Chechło);51.644997;19.286671
Szadkowice (Szadkowice);51.41944;20.16889
Swidnica Miasto (Świdnica Miasto);50.84111;16.481668
Chmielniki Bydgoskie (Chmielniki Bydgoskie);53.00306;18.048614
Siedliska Kolo Tuchowa (Siedliska koło Tuchowa);49.860279;21.018614
Szydlowo Krajenskie (Szydłowo Krajeńskie);53.166943;16.606115
Chalupki (Chałupki);49.925558;18.311386
Cerkiewnik (Cerkiewnik);53.909721;20.396668
Czachowek Gorny (Czachówek Górny);51.96806;21.077502
Sosnowiec Dandowka (Sosnowiec Dańdówka);50.265557;19.174719
Grzeska (Grzęska);50.080002;22.45278
Gosniewice (Gośniewice);51.816943;21.139168
Goszcza (Goszcza);50.184996;20.06111
Gdansk Stocznia (Gdańsk Stocznia);54.364441;18.642225
Urle (Urle);52.506667;21.620558
Grybow (Grybów);49.626667;20.957775
Grodzisk Wielkopolski (Grodzisk Wielkopolski);52.230276;16.36417
Ubocze (Ubocze);51.055835;15.419997
Trzebiszewo (Trzebiszewo);52.625558;15.40556
Celestynow (Celestynów);52.05833;21.393329
Grzedzice Stargardzkie (Grzędzice Stargardzkie);53.358332;14.972496
Cekcyn (Cekcyn);53.576392;18.027777
Ceglow (Cegłów);52.14833;21.736393
Siedlisko Czarnkowskie (Siedlisko Czarnkowskie);52.983886;16.398886
Skoczow (Skoczów);49.793615;18.790278
Trzemeszno (Trzemeszno);52.569996;17.818058
Trzebnica (Trzebnica);51.304171;17.063054
Gregorowce (Gregorowce);52.662774;23.241107
Grudziadz Przedmiescie (Grudziądz Przedmieście);53.475003;18.748891
Grom (Grom);53.606389;20.861941
Gromnik (Gromnik);49.834165;20.96111
Grodzisk Mazowiecki (Grodzisk Mazowiecki);52.11;20.622504
Grylewo (Grylewo);52.887774;17.227782
Grodkow Slaski (Grodków Śląski);50.696941;17.37667
Tychy Zachodnie (Tychy Zachodnie);50.12111;18.978889
Grotniki (Grotniki);51.88722;19.311113
Suszec Kopalnia Po (Suszec Kopalnia Po);50.039721;18.77389
Straczno (Strączno);53.243054;16.360835
Solec Wielkopolski (Solec Wielkopolski);52.109443;17.319723
Slawiecice (Sławięcice);50.351386;18.314443
Milocin (Miłocin);50.075552;21.987219
Grebow (Grębów);50.603893;21.836947
Tymien (Tymień);54.205278;15.844719
Kobior (Kobiór);50.065835;18.923336
Gdansk Przymorze-Uniwersytet (Gdańsk Przymorze-Uniwersytet);54.400002;18.577224
Tychowo (Tychowo);53.921389;16.235004
Gorki Pomorskie (Górki Pomorskie);53.899168;14.824165
Tychy Zwakow (Tychy Żwaków);50.109999;18.953054
Twardawa (Twardawa);50.347224;17.999164
Twardogora Sycowska (Twardogóra Sycowska);51.360282;17.469169
Tworkow (Tworków);50.017221;18.248893
Gozdowo (Gozdowo);52.729725;19.695554
Gorna Grupa (Górna Grupa);53.498609;18.677499
Godki (Godki);53.81778;20.251663
Gorlice (Gorlice);49.66444;21.163052
Tuczki (Tuczki);53.352219;19.954722
Gorowo (Górowo);53.959998;20.984724
Gorzuchowo Chelminskie (Gorzuchowo Chełmińskie);53.350278;18.693059
Turzynow (Turzynów);52.230554;19.027224
Gogolewo (Gogolewo);53.372499;15.177225
Gomunice (Gomunice);51.164164;19.486942
Goczalkowice-Zdroj (Goczałkowice-Zdrój);49.935276;18.976948
Turow (Turów);50.767776;19.317504
Tuplice Debinka (Tuplice Debinka);51.666113;14.909724
Tuchorza (Tuchorza);52.167504;16.047498
Turzno Kujawskie (Turzno Kujawskie);52.833614;18.78056
Tumlin (Tumlin);50.966392;20.602224
Tuly (Tuły);50.874163;18.099996
Krosnowa (Krosnowa);51.863336;19.923332
Koszewnica (Koszewnica);52.169167;21.986941
Kurow Suski (Kurów Suski);49.707777;19.43333
Kosiorki (Kosiorki);52.107222;22.33583
Golina (Golina);51.907221;17.460279
Tuchow (Tuchow);49.891948;21.056944
Turza Wielka (Turza Wielka);53.303615;20.08556
Gliniszcze (Gliniszcze);53.465834;23.501111
Turbia (Turbia);50.617782;21.972504
Tuchola (Tuchola);53.584168;17.859166
Turzno (Turzno);53.100836;18.736387
Krasnystaw Miasto (Krasnystaw Miasto);50.985;23.183054
Kliniska (Kliniska);53.460836;14.783893
Ksieginice (Księginice);51.242226;16.764442
Kalisz Szczypiorno (Kalisz Szczypiorno);51.726385;18.028055
Ksiazki (Książki);53.329719;19.067496
Granowo Nowotomyskie (Granowo Nowotomyskie);52.225556;16.530003
Glinnik (Glinnik);51.887778;19.501109
Gliniczek (Gliniczek);49.736947;21.538613
Gniewczyna (Gniewczyna);50.099724;22.520837
Gniewkowo (Gniewkowo);52.888052;18.403885
Gronajny (Gronajny);53.992224;19.052223
Trawniki (Trawniki);51.13556;22.994164
Tryncza (Tryńcza);50.137218;22.538609
Zawiercie Borowe Pole (Zawiercie Borowe Pole);50.510837;19.398892
Zwardon (Zwardoń);49.504441;18.977775
Trzcinsko (Trzcińsko);50.883611;15.871112
Zukowo Wschodnie (Żukowo Wschodnie);54.348611;18.373331
Zurawica (Żurawica);49.819998;22.824448
Trypucie (Trypucie);53.07083;23.025276
Trzebaw Rosnowko (Trzebaw Rosnówko);52.29667;16.768055
Zubrzyk (Zubrzyk);49.3875;20.753612
Zurawica Rozrzadowa (Żurawica Rozrządowa);49.832781;22.8375
Zulin (Żulin);51.062775;23.172222
Troszyn (Troszyn);53.844163;14.718614
Krynka Lukowska (Krynka Łukowska);52.006948;22.375832
Krosno Turaszowka (Krosno Turaszówka);49.70917;21.698612
Krakow Sidzina (Kraków Sidzina);49.985552;19.874718
Kornatowo (Kornatowo);53.296945;18.647781
Krosno (Krosno);49.693888;21.748331
Zastocze (Zastocze);53.311669;22.858058
Zabkowice Slaskie (Ząbkowice Śląskie);50.601385;16.80972
Zarszyn (Zarszyn);49.584166;22.019446
Zarosle (Zarośle);53.664442;18.117498
Zarki-Letnisko (Żarki-Letnisko);50.623337;19.272774
Zareba (Zaręba);51.098057;15.218333
Trzciana (Trzciana);50.078609;21.848057
Tarnowska Wola (Tarnowska Wola);50.45167;21.735836
Krosno Miasto (Krosno Miasto);49.682778;21.772224
Krasiejow (Krasiejów);50.668337;18.249163
Kornelin (Kornelin);52.183055;20.206115
Krasnystaw Fabryczny (Krasnystaw Fabryczny);51.024445;23.182776
Trabki (Trąbki);53.395278;15.238055
Zarebki (Zarębki);50.272497;21.761941
Warszawa Lotnisko Chopina (Warszawa Lotnisko Chopina);52.169724;20.975834
Zolwino (Żółwino);53.28889;15.690833
Zosinow (Zosinów);52.185833;19.715834
Turowo Pomorskie (Turowo Pomorskie);53.647218;16.722777
Zoltnica (Żółtnica);53.695275;16.812219
Zorawina (Żórawina);50.983058;17.049445
Torun Wschodni (Toruń Wschodni);53.026109;18.633056
Torun Kluczyki (Toruń Kluczyki);52.98972;18.57806
Torun Miasto (Toruń Miasto);53.011942;18.620004
Krakow Biezanow Drozdzownia (Kraków Bieżanów Drożdżownia);50.010003;20.035275
Krakow Biezanow (Kraków Bieżanów);50.021114;20.029719
Krakow Batowice (Kraków Batowice);50.1075;19.99556
Kramsk (Kramsk);52.245279;18.476114
Krosno Polanka (Krosno Polanka);49.701943;21.722226
Zory (Żory);50.051668;18.702777
Torzym (Torzym);52.312779;15.058334
Toszek (Toszek);50.441386;18.513886
Zamosc (Zamość);50.713607;23.239165
Toporow (Toporów);52.260282;15.26167
Topola-Osiedle (Topola-Osiedle);51.613058;17.762226
Zamek Bulowicki (Zamek Bulowicki);49.880001;19.263335
Torun Czerniewice (Toruń Czerniewice);52.975553;18.673337
Krepa Krajenska (Krępa Krajeńska);53.227782;16.057782
Klepnica (Klępnica);53.716669;15.653887
Kepka (Kepka);54.215274;16.897221
Komorow Podmurynia (Komorów Podmurynia);50.349445;21.733058
Zmigrod (Żmigród);51.472224;16.901392
Rzeszow Zaleze (Rzeszów Załęże);50.058608;22.069444
Zlotow (Złotów);53.358889;17.053058
Zlotniki Kujawskie (Złotniki Kujawskie);52.903613;18.147225
Zelislawie Pomorskie (Żelisławie Pomorskie);53.524722;16.143611
Zlotniki (Złotniki);52.496114;16.835834
Milanowek (Milanówek);52.125003;20.668331
Kozy (Kozy);49.849447;19.141666
Machnacz (Machnacz);53.332497;23.319169
Kowalow (Kowalów);52.397223;14.76
Minsk Mazowiecki (Mińsk Mazowiecki);52.175837;21.551665
Mlawa Miasto (Mława Miasto);53.105555;20.365556
Kotun (Kotuń);52.174722;22.060832
Zlotniki Kutnowskie (Złotniki Kutnowskie);52.224999;19.491391
Zalesie Krasienskie (Zalesie Krasieńskie);51.121663;23.166388
Zlojec (Złojec);50.768612;23.10083
Zalesie Gorne (Zalesie Górne);52.026391;21.041941
Zlocieniec (Złocieniec);53.528057;16.018607
Zakrzewo Zlotowskie (Zakrzewo Zlotowskie);53.416663;17.141386
Zakrzow-Sarnowo (Zakrzów Sarnowo);53.282778;20.284447
Lubiana;53.103558104739136;15.333013991921153
Milogoszcz (Miłogoszcz);54.205278;15.908893
Mlodow (Młodów);49.46861;20.696108
Komancza (Komańcza);49.338886;22.0725
Milocin Lubelski (Miłocin Lubelski);51.268052;22.313609
Mlynsko (Młyńsko);50.989171;15.45056
Mikolajki Pomorskie (Mikołajki Pomorskie);53.849718;19.158053
Kojszowka (Kojszówka);49.690553;19.722774
Kolin (Kolin);53.245275;15.123892
Malogoszcz (Małogoszcz);50.850279;20.273336
Kolonia (Kolonia);53.567223;21.271948
Zakrzow Kotowice (Zakrzów Kotowice);51.035834;17.210837
Zaklikow (Zaklików);50.768333;22.107504
Zabki (Ząbki);52.292499;21.113612
Zajaczkowo Lubawskie (Zajączkowo Lubawskie);53.443891;19.713614
Ziemomysl (Ziemomyśl);53.166943;15.302778
Mleczewo (Mleczewo);53.919726;19.122222
Malczyce (Malczyce);51.215834;16.488059
Milobadz (Miłobądz);54.147225;18.74028
Kobylin (Kobylin);51.720003;17.223889
Mokrzyca Wielka Po (Mokrzyca Wielka Po);53.875832;14.579164
Knyszyn (Knyszyn);53.284719;22.895831
Mikulowa (Mikułowa);51.095001;15.108332
Makoszyce (Mąkoszyce);50.938885;17.631946
Krzeszna (Krzeszna);54.235553;18.089164
Zielonka Pomorska (Zielonka Pomorska);53.577498;18.109165
Zielonka Paslecka (Zielonka Pasłęcka);53.981392;19.700552
Zielonczyn (Zielonczyn);53.151113;17.807226
Zimnochy (Zimnochy);52.954725;23.085557
Makow (Maków);51.942225;20.045558
Kamienna Nowa (Kamienna Nowa);53.691113;23.263058
Konopki (Konopki);52.99639;20.459997
Miasteczko Krajenskie (Miasteczko Krajeńskie);53.0927794;16.9482605
Miekinia (Miękinia);51.188057;16.74
Moskale (Moskale);50.524168;22.109724
Milkowice (Miłkowice);51.256115;16.053611
Mika (Mika);51.673052;21.748052
Koniecpol Magdasz (Koniecpol Magdasz);50.772504;19.653332
Majdan Krolewski (Majdan Królewski);50.378893;21.725274
Konojady (Konojady);53.349999;19.226947
Zawidz (Zawidz);52.829443;19.843607
Zielonka Bankowa (Zielonka Bankowa);52.29222;21.153056
Zielen (Zieleń);51.728615;19.811389
Zukowo (Żukowo);54.34444;18.361942
Zagorz (Zagórz);49.51361;22.264447
Zgierz Polnoc (Zgierz Północ);51.86917;19.384168
Zagosciniec (Zagościniec);52.365276;21.281386
Mikolow Jamna (Mikołów Jamna);50.193608;18.921664
Milik (Milik);49.346671;20.851387
Misie (Misie);51.95917;22.688333
Scinawa (Ścinawa);51.409444;16.421108
Stargard (Stargard);53.339446;15.031115
Sosnowiec Poludniowy (Sosnowiec Południowy);50.269441;19.125557
Zagnansk (Zagnańsk);50.974447;20.662776
Przeworsk (Przeworsk);50.067219;22.501663
Prabuty (Prabuty);53.758891;19.209723
Ploty (Płoty);53.808889;15.260555
Pleszew (Pleszew);51.892218;17.733056
Pisz (Pisz);53.631946;21.793052
Piotrkow Trybunalski (Piotrków Trybunalski);51.410558;19.684722
Zgierz (Zgierz);51.850275;19.42639
Zagrody (Zagrody);50.051389;22.904721
Zagajnik (Zagajnik);51.270282;15.299164
Zegiestow-Zdroj (Żegiestów-Zdrój);49.363058;20.803331
Zelistrzewo (Żelistrzewo);54.674164;18.416111
Miedzyrzec Podlaski (Międzyrzec Podlaski);51.976115;22.78556
Minkowice (Minkowice);51.217497;22.763609
Milcz (Milcz);53.042226;16.856671
Mikolow (Mikołów);50.17278;18.899164
Milejow (Milejów);51.355832;19.675832
Mienia (Mienia);52.149445;21.687222
Michalin (Michalin);52.14806;21.224718
Pabianice (Pabianice);51.660836;19.325001
Oborniki Wielkopolskie (Oborniki Wielkopolskie);52.657497;16.829721
Oborniki Slaskie (Oborniki Śląskie);51.303056;16.90639
Nowy Targ (Nowy Targ);49.473329;20.015274
Nowogard (Nowogard);53.666114;15.121115
Miastko (Miastko);53.996944;16.966393
Michalczew (Michalczew);51.843892;21.12083
Mialy (Miały);52.809442;16.175837
Morąg Kolonia (Morąg Kolonia);53.909164;19.946947
Nowa Ruda (Nowa Ruda);50.577222;16.496941
Namyslow (Namysłów);51.074443;17.71639
Naleczow (Nałęczów);51.318059;22.213055
Myslowice (Mysłowice);50.237781;19.141666
Mrozy (Mrozy);52.164448;21.802779
Warszawa Gdanska (Warszawa Gdańska);52.258888;20.99472
Miedzyrzecz (Międzyrzecz);52.44528;15.592779
Mecka Wola (Męcka Wola);51.608887;18.845004
Mierzecin Strzelecki (Mierzęcin Strzelecki);52.94944;15.832224
Mielno Koszalinskie (Mielno Koszalińskie);54.25417;16.054168
Mieszkowice (Mieszkowice);52.781944;14.485829
Paledzie (Palędzie);52.374445;16.746113
Stare Jablonki (Stare Jabłonki);53.691391;20.093336
Lukow (Łuków);51.941668;22.389163
Lowicz Glowny (Łowicz Główny);52.106108;19.953608
Plock (Płock);52.552782;19.712778
Jelenia Gora Cieplice (Jelenia Góra Cieplice);50.870001;15.688613
Czerwonka (Czerwonka);53.914719;20.894167
Ziebice (Ziębice);50.608613;17.033893
Parkowo (Parkowo);52.708052;16.915002
Piekoszow (Piekoszów);50.870558;20.448329
Mecikal (Męcikał);53.832225;17.671112
Miedzyborz Sycowski (Międzybórz Sycowski);51.401111;17.653888
Melno (Melno);53.436943;18.94722
Potok Krasnicki (Potok Kraśnicki);50.795552;22.163615
Zasieki (Zasieki);51.735554;14.668885
Zakopane (Zakopane);49.300835;19.963055
Wrzesnia (Września);52.32833;17.555277
Pakoslawice (Pakosławice);50.544996;17.353334
Wolow (Wołów);51.333611;16.633334
Wloszczowa (Włoszczowa);50.837775;20.014447
Wejherowo (Wejherowo);54.605837;18.228892
Ustronie Morskie (Ustronie Morskie);54.200558;15.749164
Tunel (Tunel);50.435004;19.992225
Trzebiatow (Trzebiatów);54.06056;15.2775
Mordy (Mordy);52.195829;22.496944
Miedwiecko (Miedwiecko);53.364723;14.92417
Modlin (Modlin);52.443608;20.704171
Miedzyborow (Międzyborów);52.063607;20.482776
Marcinkowo (Marcinkowo);53.695553;20.67083
Michalow-Reginow (Michałów-Reginów);52.422222;20.962224
Suwalki (Suwałki);54.10583;22.945002
Pila Kalina (Piła Kalina);53.101663;16.788056
Piwniczna (Piwniczna);49.431664;20.716109
Pionki Zachodnie (Pionki Zachodnie);51.471946;21.441385
Trzcianka (Trzcianka);53.033615;16.466108
Szepietowo (Szepietowo);52.870002;22.541108
Szczytno (Szczytno);53.560275;20.996941
Szczecin Podjuchy (Szczecin Podjuchy);53.360274;14.586391
Szczecin Gumience (Szczecin Gumieńce);53.3979;14.494705
Szczecin Dabie (Szczecin Dąbie);53.390837;14.668058
Szamotuly (Szamotuły);52.603337;16.585556
Swidwin (Świdwin);53.781113;15.772779
Piastow (Piastów);52.182498;20.842218
Sucha Beskidzka (Sucha Beskidzka);49.74056;19.580555
Stroze (Stróże);49.654165;20.97667
Sosnowiec Glowny (Sosnowiec Główny);50.278888;19.126115
Strzelce Krajenskie Wschod (Strzelce Krajeńskie Wschód);52.836113;15.582774
Strzelce Opolskie (Strzelce Opolskie);50.516671;18.306667
Stare Bielice (Stare Bielice);52.853615;15.92333
Piotrkow Kujawski (Piotrków Kujawski);52.537779;18.519442
Stronie (Stronie);49.833608;19.669998
Pionki (Pionki);51.479721;21.46278
Pinczyn (Pinczyn);53.96194;18.347496
Sokolka (Sokółka);53.403332;23.508059
Skawina (Skawina);49.977219;19.821943
Pikus (Pikus);53.656387;19.738055
Pilchow (Pilchów);50.617224;22.026943
Koniecpol (Koniecpol);50.776387;19.699168
Korsze (Korsze);54.172503;21.136112
Lobez (Łobez);53.636665;15.627774
Lapy (Łapy);52.990278;22.883893
Piechowice (Piechowice);50.851663;15.591664
Koscian (Kościan);52.078888;16.642224
Kowalewo Pomorskie (Kowalewo Pomorskie);53.164444;18.869724
Piensk (Pieńsk);51.245274;15.046945
Piechowice Dolne (Piechowice Dolne);50.850836;15.615836
Ketrzyn (Kętrzyn);54.072777;21.385275
Kielce Herbskie (Kielce Herbskie);50.885831;20.603887
Piasek (Piasek);50.012502;18.940002
Pilchowice Zapora (Pilchowice Zapora);50.968613;15.654445
Gorzów Wielkopolski;52.72676726984486;15.228928327560427
Czernica Wroclawska (Czernica Wrocławska);51.049722;17.23722
Chociszew (Chociszew);51.924166;19.267218
Chociszewo Rogoziniec (Chociszewo Rogoziniec);52.306945;15.770001
Ciecina (Cięcina);49.610558;19.137504
Kedzierzyn-Kozle (Kędzierzyn-Koźle);50.344447;18.205278
Kalety (Kalety);50.565833;18.888611
Kalwaria Zebrzydowska Lanckorona (Kalwaria Zebrzydowska Lanckorona);49.871111;19.688615
Herby Stare (Herby Stare);50.747226;18.880278
Grzmiaca (Grzmiąca);53.832504;16.419445
Jedrzejow (Jędrzejów);50.645001;20.276114
Pilchowice Nielestno (Pilchowice Nielestno);50.99194;15.661663
Polichna Krasnicka (Polichna Kraśnicka);50.831114;22.306669
Jordanow (Jordanów);49.637499;19.832226
Pogorzel Warszawska (Pogorzel Warszawska);52.097226;21.335277
Jedlina-Zdroj (Jedlina-Zdrój);50.711386;16.343333
Jablonowo Pomorskie (Jabłonowo Pomorskie);53.393336;19.161946
Pilawa Gorna (Piława Górna);50.678054;16.773053
Pogorzelice (Pogorzelice);54.50389;17.641115
Pogorzel Wielka (Pogorzel Wielka);53.707221;22.149996
Pogwizdow (Pogwizdów);49.80611;18.597774
Czarny Blok (Czarny Blok);53.249167;23.209725
Charsznica (Charsznica);50.396108;19.94194
Chalupy (Chałupy);54.761386;18.503054
Brzeszcze (Brzeszcze);49.995836;19.154997
Barczewo (Barczewo);53.844442;20.699721
Gryfino (Gryfino);53.254444;14.493056
Gryfow Slaski (Gryfów Śląski);51.033892;15.428887
Gorzow Wielkopolski Wieprzyce (Gorzów Wielkopolski Wieprzyce);52.717779;15.18083
Gryfice (Gryfice);53.914998;15.191671
Fosowskie (Fosowskie);50.660552;18.36
Goleniow (Goleniów);53.559448;14.839725
Pezino (Pęzino);53.335553;15.196112
Poznan Gorczyn (Poznań Górczyn);52.380279;16.879998
Poznan Garbary (Poznań Garbary);52.41611;16.938329
Sycewice (Sycewice);54.414448;16.849722
Szczebrzeszyn (Szczebrzeszyn);50.670557;22.9725
Sol Kiczora (Sól Kiczora);49.516945;19.031665
Godkow - Jädickendorf;52.9013;14.4586
Gizycko (Giżycko);54.03139;21.778058
Pewel Wielka (Pewel Wielka);49.669447;19.380276
Dzialdowo (Działdowo);53.237499;20.167776
Piesienice (Piesienice);53.964996;18.396388
Bedziemysl (Będziemyśl);50.066392;21.77306
Bialy Zdroj Poludniowy (Biały Zdrój Południowy);53.256664;15.954442
Bystrzyca Klodzka Przedmiescie (Bystrzyca Kłodzka Przedmieście);50.28528;16.646944
Bierzwnik (Bierzwnik);53.024446;15.657501
Brzesko Okocim (Brzesko Okocim);49.986667;20.610557
Sobow (Sobów);50.59556;21.739171
Sokolowo Budzynskie (Sokołowo Budzyńskie);52.837776;16.969441
Perkowo (Perkowo);52.003613;16.26972
Pepowo (Pępowo);51.736948;17.112774
Pewel Mala (Pewel Mała);49.667496;19.278329
Swiebodzin (Świebodzin);52.245279;15.539724
Strzebielewo Pyrzyckie (Strzebielewo Pyrzyckie);53.261392;15.109168
Pelplin (Pelplin);53.926666;18.706669
Pepowo Kartuskie (Pępowo Kartuskie);54.36694;18.401665
Pelkinie (Pełkinie);50.047776;22.611664
Pegow (Pęgów);51.244447;16.929448
Perkowice (Perkowice);51.996664;23.279724
Belzec (Bełżec);50.3775;23.448614
Brzozowica (Brzozowica);51.953615;22.607502
Barczaca (Barcząca);52.156942;21.626392
Bzowiec (Bzowiec);54.019444;20.316107
Bydgoszcz Zachod (Bydgoszcz Zachód);53.135552;17.950559
Bydgoszcz Osowa Gora (Bydgoszcz Osowa Góra);53.148056;17.912499
Bystrzyca Kolo Lublina (Bystrzyca koło Lublina);51.348335;22.637778
Podolany (Podolany);49.898887;19.754721
Podleze (Podłęże);50.018893;20.165834
Sobkow (Sobków);50.731945;20.430557
Stare Bojanowo (Stare Bojanowo);51.995837;16.584999
Peckowo (Pęckowo);52.663888;16.489722
Pierzyska (Pierzyska);52.505552;17.481385
Swiebodzice (Świebodzice);50.860275;16.33278
Szybowice (Szybowice);50.344725;17.481107
Podstolice (Podstolice);52.34194;17.479722
Strabla (Strabla);52.901392;23.113334
Stary Borek (Stary Borek);54.138056;15.481663
